name,year,selling_price,km_driven,mileage,engine,max_power,torque,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,vehicle_age,price_per_km
Hyundai i20 1.4 CRDi Asta,2012,-0.17150974343637895,-0.2974426263273833,0.902774816464587,-0.11421518459109592,-0.02971131513956293,-1.4156296916583226,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4460956587907644,-0.020978323362574214
Maruti Alto LX,2002,-0.6056431448901557,0.18003564242562137,0.07415456756493638,-1.318632813948925,-1.2623344046728122,-1.0188857575669932,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.918894891315713,-0.02423592682514835
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,0.051758863025563366,0.5337232489093285,0.7872701757088779,-0.11421518459109592,-0.0655335422266847,0.5610768284482255,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.0221134533304378
Mahindra Verito 1.5 D4 BSIII,2011,-0.5758739973618967,0.5337232489093285,0.4005807262223746,0.016263391922668895,-0.7602590958926787,-0.03704470855309691,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6933755820432592,-0.024294106301653108
Honda WR-V i-DTEC VX,2017,0.38666177271847685,-0.35049576729993936,1.5305174292673525,0.09053581239973502,0.21286439584409692,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.01685575249074872
Maruti Swift Dzire ZDI,2015,-0.1405002147611092,-0.5273395705417929,1.804213208449358,-0.41130486649936043,-0.481014963481256,0.2635188778797285,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.019387637116418666
Maruti SX4 ZDI,2012,-0.047471628735299885,0.03856059983213851,0.5261292487829277,-0.41130486649936043,-0.06355908876519,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4460956587907644,-0.021452649399766495
Tata Tigor 2017-2020 XZ,2018,-0.17150974343637895,-0.6157614721627197,0.22481279463760045,-0.5096656395635831,-0.20430941409175535,-0.4979088744167625,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.018887416749644968
Maruti Baleno Delta 1.2,2016,-0.07848115741056966,-0.43891766892086614,0.5010195442708167,-0.5136803649947759,-0.2243360134869182,-0.487890088202335,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.019537275687675756
Maruti Alto 800 LXI,2017,-0.45059550151380684,-0.7395521344320173,1.3296397931704673,-1.318632813948925,-1.2341279266514562,-0.9487542540660006,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.020811341237236113
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,-0.4195859728385371,0.003191839183767794,-0.3024910001167229,-0.41130486649936043,-0.48665625908552723,0.088190119127247,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.023197007601849135
Maruti Wagon R LXI Minor,2009,-0.5188164645994003,0.8874108553930357,-0.12672306853194876,-0.7866816943158839,-0.6784603096307467,-0.7984724608495879,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.187935428548249,-0.0242538834536992
Maruti Omni E MPI STD BS IV,2018,-0.4754043648351697,-0.7926052754045734,-0.6540268632862712,-1.318632813948925,-1.6036327887312174,-1.0489421162102757,8.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.02064820967905179
Maruti Vitara Brezza LDi Option,2017,0.03935505155545546,0.003191839183767794,1.2292009751220252,-0.41130486649936043,-0.07202103217159665,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.02091908100854122
Fiat Palio 1.2 ELX,2003,-0.704873636651019,-0.35049576729993936,-0.12672306853194876,-0.41130486649936043,-0.481014963481256,-1.640050502861499,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.6716149680632184,-0.02444063239062805
Maruti Omni 8 Seater BSIV,2012,-0.6056431448901557,-0.6157614721627197,-1.3570985896253687,-1.318632813948925,-1.5810676063141327,-1.5789359069534912,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4460956587907644,-0.023197007601849135
Hyundai i20 1.2 Asta Dual Tone,2018,0.1137779203761029,-1.1924844832950527,-0.20205218206827988,-0.5136803649947759,-0.26015824057403997,-0.4908957240666632,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,0.10669812380585234
Maruti Vitara Brezza LDi,2017,0.014547428615239647,-0.9482278222574044,1.2292009751220252,-0.41130486649936043,-0.07202103217159665,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.00775240687578412
Maruti Alto 800 CNG LXI Optional,2019,-0.3823745384282134,-1.0578709802673536,3.524227967528935,-1.318632813948925,-1.431573272800947,-1.0389233299958482,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.2848638039766997,-0.010822325297662888
Maruti Alto K10 VXI Airbag,2019,-0.3377208171358249,-0.9694490786464269,1.1413170093296376,-0.9131455453984558,-0.6756396618286112,-0.7383597435630228,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2848638039766997,-0.01452857343055847
Hyundai Verna VTVT 1.6 SX Option,2019,0.6334976209736242,-1.1462928818882805,-0.6038074542620502,0.27722054495019854,0.853151446928874,-0.12721378448294454,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2848638039766997,0.07399042267371508
Datsun GO D,2016,-0.6056431448901557,-0.49197080989342223,0.30767481952756504,-0.5116730022791796,-0.6784603096307467,-0.5980967365610377,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.023504835519863716
Tata Safari DICOR 2.2 LX 4x2,2011,-0.26453832946218825,-0.17365196405808578,-1.3746753827838463,1.457549821720871,1.325045824226157,1.5659610857553052,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6933755820432592,-0.021991348256292016
Maruti 800 Std,2012,-0.6056431448901557,0.10929812112887995,-0.8297947948710453,-1.318632813948925,-1.524654650271421,-1.0489421162102757,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4460956587907644,-0.024193397968054232
Jeep Compass 1.4 Limited Plus BSIV,2019,1.8131000917808862,-1.1462928818882805,-0.8549044993831563,-0.1704213406277946,1.9664611344317884,0.8646460507453793,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2848638039766997,0.1559588406826383
Honda City i VTEC VX,2018,0.35565224404320706,-0.7236361921402504,-0.402929818165165,0.08852844968413864,0.7403255348434508,-0.1873265017695096,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.011250301967068633
Honda City V MT,2013,-0.26453832946218825,0.29144723846798914,-0.6540268632862712,0.08852844968413864,0.712119056822095,-0.1773077155550821,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.022921638942860423
Maruti Swift Dzire VXi AT,2018,0.04555695729050942,-0.8226687219556884,-0.22716188658039085,-0.5136803649947759,-0.2232077543660638,-0.487890088202335,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.012559108907199246
Maruti Vitara Brezza VDi,2018,0.22541098322592706,-0.6582039849407646,1.2292009751220252,-0.41130486649936043,-0.07202103217159665,0.3637067400240036,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.014203913179824477
Maruti Alto K10 VXI,2018,-0.3079516696075659,-1.0525656661700982,1.1413170093296376,-0.9131455453984558,-0.677049985729679,-0.7383597435630228,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.008726106834600475
Toyota Fortuner 4x4 MT,2014,1.0688714035744118,0.1269825014530653,-1.7211893050509726,3.0694620823447654,2.1844972095368687,1.796393168687138,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0484641877142254,-0.016648668254993455
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,0.07656648596577918,0.5160388685851431,-1.610706605197686,2.089869077133731,0.2523534650739952,0.3637067400240036,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.021996789658883183
Mercedes-Benz B Class B180,2014,1.006852346223872,-0.7430890104968543,-1.1562209535284835,1.3852847639594013,0.8362275601160607,0.3637067400240036,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0484641877142254,-0.002565893326857357
Honda Amaze S Diesel,2015,-0.26453832946218825,-0.35403264336477647,1.3296397931704673,0.09053581239973502,0.21371059018473762,0.3637067400240036,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.021366111430846733
Mitsubishi Pajero Sport 4X4,2013,0.5603151332999875,1.4356266454427817,-1.4826471121859217,2.0557439109685927,2.383634944367641,2.367463982909506,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.021933078402054156
Honda City i DTEC S,2015,-0.047471628735299885,-0.2673791797762682,1.6560659518279055,0.09053581239973502,0.21286439584409692,0.3637067400240036,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.020316818782107567
Maruti Ciaz Zeta,2018,0.2626236580173978,-0.10291444276134436,0.31269676042998706,0.018270754638265278,0.3440245186434016,-0.2574580052705022,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.019320299759352975
Honda Jazz VX Diesel,2015,-0.1405002147611092,-0.12059882308552972,1.9824921104853437,0.09053581239973502,0.21286439584409692,0.3637067400240036,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.021452649399766495
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1.2549285756260302,1.0235805838892629,-2.0199947887450893,2.613790745904387,2.269116643600936,1.9667125343324057,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5430240342192152,-0.01947559225470024
Toyota Innova 2.5 G (Diesel) 7 Seater,2016,0.38666177271847685,0.5160388685851431,-1.610706605197686,2.089869077133731,0.26927735188680857,0.3637067400240036,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.020908509140649807
Audi A6 2.0 TDI Technology,2013,1.3789666903271094,-0.6352142905193237,-0.433061463579698,1.0339962887300345,2.3489409764013733,2.167088258620956,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19881573553826948,-0.00279682469295348
Toyota Corolla Altis 1.8 VL CVT,2018,1.1805057068053828,-0.7926052754045734,-1.2867914169914592,0.6927446270786496,1.325045824226157,0.09319951223446075,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.037583880724205,0.0023650227100818566
Audi A6 2.0 TDI  Design Edition,2013,1.3045425811253148,-0.35049576729993936,-0.2196289752267574,1.0339962887300345,2.7271898466677547,2.367463982909506,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.01047756664866826
Mercedes-Benz New C-Class 220 CDI AT,2013,0.9758428175486025,-0.19133634438227115,-1.1461770717236395,1.3852847639594013,2.2268069265689023,2.367463982909506,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.014635217543172336
Tata Manza ELAN Quadrajet BS IV,2011,-0.4629993129839148,0.8874108553930357,0.43071237163690756,-0.41130486649936043,-0.06355908876519,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6933755820432592,-0.024092273796741545
Hyundai i10 Magna,2011,-0.556027899009724,0.7105670521511821,0.23987861734486648,-0.5136803649947759,-0.3428032211766123,-0.5209520827099458,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6933755820432592,-0.024299591235465004
Hyundai i20 Asta 1.4 CRDi,2013,-0.26453832946218825,-0.17365196405808578,0.46837692840507317,-0.11421518459109592,-0.064687347886044,0.5600749498267829,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.021991348256292016
Maruti Swift Dzire ZDI,2015,-0.010260194324976166,1.3648891241460404,1.804213208449358,-0.41130486649936043,-0.481014963481256,0.2635188778797285,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.29574411096672026,-0.023197007601849135
Ford Figo 1.2P Titanium MT,2017,-0.047471628735299885,-0.7926052754045734,-0.3125348819215669,-0.5156877277103723,-0.11997204480790162,-0.5179464468456175,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.7903039574717101,-0.014700957064646638
Maruti Baleno Delta 1.2,2019,0.014547428615239647,-0.7041833737836465,0.5010195442708167,-0.5136803649947759,-0.2243360134869182,-0.487890088202335,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.2848638039766997,-0.015706528263494272
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2016,-0.12189449755594732,-0.5273395705417929,0.6516777713434808,0.09053581239973502,0.491967495865413,0.8646460507453793,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.01922602745946101
Honda City i DTEC VX,2015,-0.010260194324976166,1.152676560255816,1.4300786112189103,0.09053581239973502,0.21286439584409692,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.023032832712241356
Maruti Wagon R AMT VXI,2018,-0.23600956308094007,-0.7041833737836465,0.277543174113033,-0.9131455453984558,-0.6784603096307467,-0.7383597435630228,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.037583880724205,-0.018608319437311744
Volkswagen Ameo 1.5 TDI Comfortline,2017,-0.17150974343637895,0.18003564242562137,0.5663047760023047,0.09053581239973502,0.49549330561808247,0.8646460507453793,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.02235048082730903
Maruti Vitara Brezza VDi,2016,0.13238363758126476,0.003191839183767794,1.2292009751220252,-0.41130486649936043,-0.07202103217159665,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.020457339131519345
Maruti Vitara Brezza ZDi Plus AMT,2019,0.47969035874428617,-1.0605236373159814,1.2292009751220252,-0.41130486649936043,-0.07202103217159665,0.3637067400240036,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2848638039766997,0.019802021067822445
Hyundai i10 Magna,2011,-0.5002107473942384,-0.17365196405808578,0.23987861734486648,-0.5136803649947759,-0.3428032211766123,-0.5209520827099458,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6933755820432592,-0.02335605202615667
Maruti Swift VDI Deca,2016,-0.010260194324976166,0.003191839183767794,1.4551883157310204,-0.41130486649936043,-0.481014963481256,0.2635188778797285,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.021165343342952884
Toyota Fortuner 4x4 MT,2015,1.31694763297657,0.14466688177725065,-1.7211893050509726,3.0694620823447654,2.1844972095368687,1.796393168687138,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.29574411096672026,-0.015651277098722428
Maruti Swift Star VDI,2013,-0.23352880078691848,0.8874108553930357,0.877665111952476,-0.41130486649936043,-0.481014963481256,0.2635188778797285,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19881573553826948,-0.023427878540360072
Maruti Ertiga ZXI,2012,-0.23352880078691848,0.8874108553930357,-0.8498825584807344,-0.1603845270498127,0.07465265353945366,-0.3376082949859223,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4460956587907644,-0.023427878540360072
Tata Indica DLS,2003,-0.7296812595912348,0.003191839183767794,-0.12672306853194876,-0.41130486649936043,-0.481014963481256,-1.640050502861499,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.6716149680632184,-0.024736147191922048
Volkswagen Vento Diesel Highline,2013,-0.23352880078691848,1.7716298716023036,0.2850760854666655,0.2912720839593732,0.353896785950876,0.8646460507453793,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.023903201060823765
Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,0.6967570594711745,1.2410984618767429,-1.610706605197686,2.089869077133731,0.26927735188680857,0.3637067400240036,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.021350040093761635
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,-0.03506781726519198,0.356879445667475,0.8450224960867324,0.09053581239973502,0.2125823310638836,0.41380067109614116,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.022123030198998254
BMW X1 sDrive20i xLine,2016,2.309252550585202,-0.7041833737836465,-0.9277226424682768,1.094217170197926,2.7627300089746627,1.1652096371782046,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5430240342192152,0.01086928199176474
Maruti Celerio ZXI MT BSIV,2017,-0.19011670102268782,-1.0578709802673536,0.9278845209766979,-0.9131455453984558,-0.6773320505098923,-0.7383597435630228,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.004142502572654957
Datsun GO A Petrol,2016,-0.45059550151380684,-0.3681801476241247,-0.09659142311741575,-0.5116730022791796,-0.677049985729679,-0.5980967365610377,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.022625327182679192
Maruti Alto 800 VXI BSIV,2016,-0.40098025563337525,-0.6688146131352758,1.3296397931704673,-1.318632813948925,-1.2341279266514562,-0.9487542540660006,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.02080172161479816
Maruti Alto 800 LXI BSIV,2016,-0.45059550151380684,-0.5627083311901636,1.3296397931704673,-1.318632813948925,-1.2341279266514562,-0.9487542540660006,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.02192519225636783
Maruti Swift VDI BSIV W ABS,2015,-0.20251927211164872,0.14466688177725065,-0.12672306853194876,-0.41130486649936043,-0.481014963481256,-1.640050502861499,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.022419544783273838
Hyundai i10 Era 1.1,2012,-0.431989784308645,-0.7395521344320173,0.10177524252825791,-0.7364976264259743,-0.6488435077083231,-0.647789916184598,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4460956587907644,-0.020580470298725173
Maruti Omni 8 Seater BSIV,2017,-0.4443935957787529,-0.6688146131352758,-1.3570985896253687,-1.318632813948925,-1.5810676063141327,-1.5789359069534912,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7903039574717101,-0.02127308311425799
Maruti Wagon R LXI LPG BSIV,2010,-0.5126145588643464,-0.45660204924505154,1.7062853608521267,-0.9131455453984558,-0.9266773162186778,-0.8686039643505805,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9406555052957541,-0.02284020706051405
Volkswagen Polo 1.2 MPI Comfortline,2015,-0.22732689505186454,-0.49197080989342223,-0.7368888881762367,-0.5116730022791796,-0.481014963481256,-0.5379840192744726,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.29574411096672026,-0.020375251686715452
Hyundai i10 Magna 1.1L,2015,-0.35632653434098677,-0.43891766892086614,0.10177524252825791,-0.7364976264259743,-0.6488435077083231,-0.647789916184598,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.29574411096672026,-0.021682494245217385
Volkswagen Vento Petrol Highline,2012,-0.12809640329100128,-1.022502219618983,-1.0959576626994185,0.2912720839593732,0.353896785950876,-0.1071762120540895,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4460956587907644,-0.005830382560526396
Maruti Zen Estilo LXI BSIII,2009,-0.574633616214886,-0.2532316755169199,-0.3024910001167229,-0.9131455453984558,-0.6756396618286112,-0.7383597435630228,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.187935428548249,-0.023685095111493876
Hyundai i20 Asta Optional with Sunroof 1.2,2013,-0.1405002147611092,-0.14712539357180776,-0.22716188658039085,-0.5136803649947759,-0.23138763299225718,-0.5009145102810907,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19881573553826948,-0.021365056089762344
Maruti Swift Dzire LDI,2016,-0.047471628735299885,1.4179422651185964,1.804213208449358,-0.41130486649936043,-0.481014963481256,0.2635188778797285,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5430240342192152,-0.023320138769054966
